canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,fuente
O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1cccs1,CHEMBL4071923,EC50,nM,70.0,EC50,nM,70.0,ChEMBL
COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4085871,EC50,nM,230.0,EC50,uM,0.23,ChEMBL
O=C(NC1C[C@H](c2cccc(CO)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4094248,EC50,nM,1600.0,EC50,uM,1.6,ChEMBL
COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4093612,EC50,nM,130.0,EC50,uM,0.13,ChEMBL
COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4066040,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc2c(c1)OC(c1ccc(OC)c(OC)c1)CC2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4101344,EC50,nM,200.0,EC50,uM,0.2,ChEMBL
COc1ccc2c(c1)OC(c1ccccc1)CC2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4074654,EC50,nM,450.0,EC50,uM,0.45,ChEMBL
O=C(NC1CC(c2ccc(Cl)cc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4102835,EC50,nM,940.0,EC50,uM,0.94,ChEMBL
O=C(NC1CC(c2cccc(Cl)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4078555,EC50,nM,3900.0,EC50,uM,3.9,ChEMBL
O=C(NC1CC(c2ccccc2Cl)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4064946,EC50,nM,11000.0,EC50,uM,11.0,ChEMBL
O=C(NC1CC(c2ccc(F)cc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4086410,EC50,nM,2500.0,EC50,uM,2.5,ChEMBL
O=C(NC1CC(c2ccccc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4073541,EC50,nM,2500.0,EC50,uM,2.5,ChEMBL
O=C(N[C@@H]1CC(CF)(CF)Oc2cc(F)ccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4094173,EC50,nM,4300.0,EC50,uM,4.3,ChEMBL
CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)c(Cl)c2O1,CHEMBL4083915,EC50,nM,2300.0,EC50,uM,2.3,ChEMBL
CC1(C)C[C@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2cc(F)ccc2O1,CHEMBL4101906,EC50,nM,20000.0,EC50,uM,20.0,ChEMBL
CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,CHEMBL4091682,EC50,nM,2700.0,EC50,uM,2.7,ChEMBL
COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4093612,EC50,nM,28.0,EC50,uM,0.028,ChEMBL
O=C(NC1C[C@H](c2cccc(CO)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4094248,EC50,nM,750.0,EC50,uM,0.75,ChEMBL
COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4085871,EC50,nM,240.0,EC50,uM,0.24,ChEMBL
COc1ccc2c(c1)[C@H](NC(=O)C1(c3ccc4c(c3)OC(F)(F)O4)CC1)C[C@H](c1cccc(C(=O)O)c1)O2,CHEMBL4096042,EC50,nM,210.0,EC50,uM,0.21,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(F)cc3O2)c1,CHEMBL4077999,EC50,nM,110.0,EC50,uM,0.11,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(C(F)(F)F)cc3O2)c1,CHEMBL4067042,EC50,nM,87.0,EC50,uM,0.087,ChEMBL
O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)c1,CHEMBL4093771,EC50,nM,75.0,EC50,uM,0.075,ChEMBL
COc1ccc2c(c1)O[C@@H](c1ccc(C(=O)O)cc1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4066196,EC50,nM,9.0,EC50,uM,0.009,ChEMBL
O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1,CHEMBL4101487,EC50,nM,5.0,EC50,uM,0.005,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL4102980,EC50,nM,421.0,EC50,nM,421.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL4077574,EC50,nM,7777.0,EC50,nM,7777.0,ChEMBL
CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL4084934,EC50,nM,981.0,EC50,nM,981.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,CHEMBL4066158,EC50,nM,81.0,EC50,nM,81.0,ChEMBL
Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL4087529,EC50,nM,123.0,EC50,nM,123.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)n[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4103906,EC50,nM,130.0,EC50,nM,130.0,ChEMBL
Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1,CHEMBL4079652,EC50,nM,590.0,EC50,nM,590.0,ChEMBL
Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL4076873,EC50,nM,199.0,EC50,nM,199.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4075348,EC50,nM,181.0,EC50,nM,181.0,ChEMBL
CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,CHEMBL4104967,EC50,nM,236.0,EC50,nM,236.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,CHEMBL4059736,EC50,nM,162.0,EC50,nM,162.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4075348,EC50,nM,339.0,EC50,nM,339.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL4083374,EC50,nM,1320.0,EC50,nM,1320.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,CHEMBL4087115,EC50,nM,490.0,EC50,nM,490.0,ChEMBL
NC(=O)c1c(NC(=O)c2ccccc2Cl)sc2c1CCCC2,CHEMBL210832,EC50,nM,10000.0,EC50,uM,10.0,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,1300.0,EC50,nM,1300.0,ChEMBL
Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL4076873,EC50,nM,11.0,EC50,nM,11.0,ChEMBL
Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1,CHEMBL4079652,EC50,nM,13.0,EC50,nM,13.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)n[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4103906,EC50,nM,3.0,EC50,nM,3.0,ChEMBL
Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL4087529,EC50,nM,2.0,EC50,nM,2.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,CHEMBL4066158,EC50,nM,2.0,EC50,nM,2.0,ChEMBL
CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL4084934,EC50,nM,0.54,EC50,nM,0.54,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL4077574,EC50,nM,127.0,EC50,nM,127.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL4102980,EC50,nM,2.7,EC50,nM,2.7,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C(C)(C)CO)c2C(N)=O)C(C)(C)O1,CHEMBL4085032,EC50,nM,75.0,EC50,nM,75.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL4083374,EC50,nM,15.0,EC50,nM,15.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C(C)(C)O)c2C(N)=O)C(C)(C)O1,CHEMBL4101361,EC50,nM,16.0,EC50,nM,16.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C3(O)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL4077923,EC50,nM,23.0,EC50,nM,23.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C3CNC(=O)C3)c2C(N)=O)C(C)(C)O1,CHEMBL4101451,EC50,nM,10000.0,EC50,nM,10000.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)C3CCNC3=O)c2C(N)=O)C(C)(C)O1,CHEMBL4082311,EC50,nM,101.0,EC50,nM,101.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)Cc3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4059537,EC50,nM,136.0,EC50,nM,136.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4075348,EC50,nM,3.0,EC50,nM,3.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cn[nH]c3)c2C(N)=O)C(C)(C)O1,CHEMBL4067101,EC50,nM,125.0,EC50,nM,125.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3nnc[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL4076611,EC50,nM,467.0,EC50,nM,467.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccccc3NS(C)(=O)=O)c2C(N)=O)C(C)(C)O1,CHEMBL4066461,EC50,nM,147.0,EC50,nM,147.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cccnc3O)c2C(N)=O)C(C)(C)O1,CHEMBL4081673,EC50,nM,190.0,EC50,nM,190.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,CHEMBL4059736,EC50,nM,4.0,EC50,nM,4.0,ChEMBL
CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,CHEMBL4104967,EC50,nM,4.0,EC50,nM,4.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,CHEMBL4087115,EC50,nM,13.0,EC50,nM,13.0,ChEMBL
Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCOC3)s1,CHEMBL4097262,EC50,nM,778.0,EC50,nM,778.0,ChEMBL
Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)s1,CHEMBL4078274,EC50,nM,652.0,EC50,nM,652.0,ChEMBL
NC(=O)c1c(NC(=O)c2ccccc2Cl)sc2c1CCCC2,CHEMBL210832,EC50,nM,326.0,EC50,nM,326.0,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,126.0,EC50,nM,126.0,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1,CHEMBL4169748,EC50,nM,900.0,EC50,uM,0.9,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4161828,EC50,nM,1600.0,EC50,uM,1.6,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4166332,EC50,nM,2300.0,EC50,uM,2.3,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4176955,EC50,nM,1900.0,EC50,uM,1.9,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Cl)cc1,CHEMBL4162876,EC50,nM,2900.0,EC50,uM,2.9,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Cl)cc1,CHEMBL4173592,EC50,nM,900.0,EC50,uM,0.9,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4159515,EC50,nM,550.0,EC50,uM,0.55,ChEMBL
CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4170137,EC50,nM,300.0,EC50,uM,0.3,ChEMBL
O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL4164907,EC50,nM,87.0,EC50,uM,0.087,ChEMBL
O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL4176184,EC50,nM,7900.0,EC50,uM,7.9,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,5900.0,EC50,uM,5.9,ChEMBL
O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL4176184,EC50,nM,16000.0,EC50,uM,16.0,ChEMBL
NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746059,EC50,nM,1400.0,EC50,uM,1.4,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,1500.0,EC50,uM,1.5,ChEMBL
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL2103870,EC50,nM,2600.0,EC50,uM,2.6,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,EC50,nM,3000.0,EC50,uM,3.0,ChEMBL
OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL3745884,EC50,nM,2818.38,pEC50,,5.55,ChEMBL
COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1,CHEMBL1257047,EC50,nM,2187.76,pEC50,,5.66,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,EC50,nM,1096.48,pEC50,,5.96,ChEMBL
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL2103870,EC50,nM,2570.4,pEC50,,5.59,ChEMBL
CC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1C,CHEMBL4159595,EC50,,,EC50,,,ChEMBL
O=C(Nc1cccc2cccnc12)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4170223,EC50,nM,2200.0,EC50,uM,2.2,ChEMBL
CSc1cccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)c1,CHEMBL4174717,EC50,nM,8000.0,EC50,uM,8.0,ChEMBL
O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4166815,EC50,nM,4000.0,EC50,uM,4.0,ChEMBL
O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4171265,EC50,nM,1700.0,EC50,uM,1.7,ChEMBL
O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL4163361,EC50,nM,1300.0,EC50,uM,1.3,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(Cl)c1,CHEMBL4167920,EC50,nM,5400.0,EC50,uM,5.4,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(Br)cc1,CHEMBL4160001,EC50,nM,3800.0,EC50,uM,3.8,ChEMBL
CC(=O)Nc1ccc(-c2csc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)n2)cc1,CHEMBL4172995,EC50,nM,5000.0,EC50,uM,5.0,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(C(=O)O)cc1,CHEMBL4162319,EC50,nM,2900.0,EC50,uM,2.9,ChEMBL
O=C(O)c1ccc(-c2csc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)n2)cc1,CHEMBL4167675,EC50,nM,5000.0,EC50,uM,5.0,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1,CHEMBL4175544,EC50,nM,3900.0,EC50,uM,3.9,ChEMBL
Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(O)c1,CHEMBL4171047,EC50,nM,1200.0,EC50,uM,1.2,ChEMBL
O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4160444,EC50,nM,2300.0,EC50,uM,2.3,ChEMBL
O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4174487,EC50,nM,1800.0,EC50,uM,1.8,ChEMBL
O=C(Nc1nc(-c2cccc(F)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4163823,EC50,nM,2100.0,EC50,uM,2.1,ChEMBL
O=C(Nc1nc(-c2ccc(I)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4159353,EC50,nM,1200.0,EC50,uM,1.2,ChEMBL
O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4167279,EC50,nM,8200.0,EC50,uM,8.2,ChEMBL
O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4173166,EC50,nM,4900.0,EC50,uM,4.9,ChEMBL
O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL4165261,EC50,nM,2900.0,EC50,uM,2.9,ChEMBL
NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746059,EC50,nM,1412.54,pEC50,,5.85,ChEMBL
NC(=O)CN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3747654,EC50,nM,2818.38,pEC50,,5.55,ChEMBL
CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746756,EC50,nM,3090.3,pEC50,,5.51,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3747046,EC50,nM,1513.56,pEC50,,5.82,ChEMBL
NC(=O)C1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746375,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
NC(=O)CN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3745748,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN1CCN(CCCNc2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746313,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN(C)CCN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746475,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN1CCN(CCCNc2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3745870,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746934,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1,CHEMBL3746584,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(F)cc2)CC3)CC1,CHEMBL3747405,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1,CHEMBL3746769,EC50,nM,398.11,pEC50,,6.4,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1,CHEMBL3747330,EC50,nM,3467.37,pEC50,,5.46,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL3746547,EC50,nM,199.53,pEC50,,6.7,ChEMBL
COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL3746321,EC50,nM,2290.87,pEC50,,5.64,ChEMBL
CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1,CHEMBL3746126,EC50,nM,302.0,pEC50,,6.52,ChEMBL
CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)C1,CHEMBL3746219,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL3745838,EC50,nM,707.95,pEC50,,6.15,ChEMBL
CC(=O)NCCCNc1nc(-c2ccccn2)nc2c1CN(Cc1ccc(F)cc1)CC2,CHEMBL4172497,EC50,nM,199.53,pEC50,,6.7,ChEMBL
Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCN4CCCC4)c3C2)cc1,CHEMBL4172914,EC50,nM,199.53,pEC50,,6.7,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,CHEMBL3746133,EC50,nM,199.53,pEC50,,6.7,ChEMBL
CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1,CHEMBL3747771,EC50,nM,302.0,pEC50,,6.52,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1,CHEMBL3747604,EC50,nM,891.25,pEC50,,6.05,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(C(=O)c2ccccc2)CC3)CC1,CHEMBL3745729,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(S(=O)(=O)c2ccccc2)CC3)CC1,CHEMBL3745956,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,2187.76,pEC50,,5.66,ChEMBL
COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL1584217,EC50,nM,10964.78,pEC50,,4.96,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL2018575,EC50,nM,3019.95,pEC50,,5.52,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccccn3)nc2c1,CHEMBL2018576,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL2018577,EC50,nM,2691.53,pEC50,,5.57,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccncc3)nc2c1,CHEMBL2018578,EC50,nM,7244.36,pEC50,,5.14,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccccc3)nc2c1,CHEMBL2018579,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1,CHEMBL2018580,EC50,nM,4168.69,pEC50,,5.38,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC,CHEMBL2018581,EC50,nM,1513.56,pEC50,,5.82,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cnccn3)nc2c1,CHEMBL2018582,EC50,nM,6760.83,pEC50,,5.17,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1,CHEMBL2018583,EC50,nM,2691.53,pEC50,,5.57,ChEMBL
COc1cccc(OC)c1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL2018584,EC50,nM,3715.35,pEC50,,5.43,ChEMBL
COc1ccccc1C(=O)N1CCN(c2nc3cc(C)cc(C)c3cc2C#N)CC1,CHEMBL2018585,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1cccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)c1,CHEMBL1882863,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
COc1ccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)cc1,CHEMBL1870726,EC50,nM,100000.0,pEC50,,4.0,ChEMBL
