canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,fuente
CN(C)c1cccc(Nc2nc3c(s2)CCCCc2nc(NC(=O)C(C)(C)C)sc2-3)c1,CHEMBL3323417,IC50,nM,5200.0,IC50,uM,5.2,ChEMBL
COc1ccc([N+](=O)[O-])cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL3323418,IC50,nM,900.0,IC50,uM,0.9,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,IC50,nM,6000.0,IC50,uM,6.0,ChEMBL
CCCCCCCCC[C@@H]1C[C@H](O)[C@H]2C[N@]1O[C@@H]2c1ccccc1,CHEMBL4243267,IC50,nM,58620.0,IC50,uM,58.62,ChEMBL
Cc1cccc(Nc2ncnc3onc(-c4ccc(F)cc4)c23)c1C,CHEMBL1433758,IC50,nM,3900.0,IC50,uM,3.9,ChEMBL
Cc1cccc(Nc2ncnc3onc(-c4ccc(Cl)cc4)c23)c1C,CHEMBL1316007,IC50,nM,3900.0,IC50,uM,3.9,ChEMBL
COc1cccc(Nc2ncnc3onc(-c4ccc(Cl)cc4)c23)c1,CHEMBL4436328,IC50,nM,3200.0,IC50,uM,3.2,ChEMBL
N=C(N)NCCC[C@@H]1NCc2ccccc2Sc2ccccc2CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCN)NC1=O,CHEMBL5532317,IC50,nM,36100.0,IC50,uM,36.1,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(COC)CC2)c2c(C(C)C)nn(-c3ccc(F)cc3)c2n1,CHEMBL6052392,IC50,nM,102.0,IC50,nM,102.0,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(COC)CC2)c2c(C(C)C)nn(-c3ccc(F)cc3)c2n1,CHEMBL6052392,IC50,nM,40.0,IC50,nM,40.0,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(COC)CC2)c2c(C(C)C)nn(-c3ccc(F)cc3)c2n1,CHEMBL6052392,IC50,nM,103.0,IC50,nM,103.0,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(OC)CC2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL6037187,IC50,nM,417.0,IC50,nM,417.0,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(OC)CC2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL6037187,IC50,nM,6670.0,IC50,nM,6670.0,ChEMBL
COCCS(=O)(=O)NC(=O)c1cc(N2CCC(OC)CC2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL6037187,IC50,nM,104.0,IC50,nM,104.0,ChEMBL
CS(=O)(=O)NC(=O)c1cc(-c2ccc(N3CCC(C#N)CC3)nc2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL5434572,IC50,nM,496.0,IC50,nM,496.0,ChEMBL
CS(=O)(=O)NC(=O)c1cc(-c2ccc(N3CCC(C#N)CC3)nc2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL5434572,IC50,nM,3250.0,IC50,nM,3250.0,ChEMBL
CS(=O)(=O)NC(=O)c1cc(-c2ccc(N3CCC(C#N)CC3)nc2)c2c(C3CCC3)nn(-c3ccccc3)c2n1,CHEMBL5434572,IC50,nM,138.0,IC50,nM,138.0,ChEMBL
Cc1ccc(-n2cc(C3(c4ccc5c(c4)OC(F)(F)O5)CC3)nn2)cc1-c1cccc(C(=O)O)c1,CHEMBL6078220,IC50,nM,660.0,IC50,uM,0.66,ChEMBL
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,Ki,nM,81000.0,Ki,umol/L,81.0,ChEMBL
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,Ki,nM,81000.0,Ki,umol/L,81.0,ChEMBL
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,Ki,nM,4800.0,Ki,uM,4.8,ChEMBL
O=c1cc(-c2ccncc2)oc2c1cc(-c1ccco1)c1ccccc12,CHEMBL5423437,Ki,nM,1700.0,Ki,uM,1.7,ChEMBL
CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CHEMBL174255,EC50,nM,1700.0,EC50,uM,1.7,ChEMBL
CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CHEMBL174255,EC50,nM,1700.0,EC50,uM,1.7,ChEMBL
CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CHEMBL174255,EC50,nM,750.0,EC50,uM,0.75,ChEMBL
CCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL173488,EC50,nM,54200.0,EC50,uM,54.2,ChEMBL
CCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL173488,EC50,nM,48000.0,EC50,uM,48.0,ChEMBL
CC(C)Cc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL176333,EC50,nM,26000.0,EC50,uM,26.0,ChEMBL
CC(C)Cc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL176333,EC50,nM,32000.0,EC50,uM,32.0,ChEMBL
Oc1cc2cccc[n+]2c2cccc(Cl)c12.[Cl-],CHEMBL367928,EC50,nM,146000.0,EC50,uM,146.0,ChEMBL
Oc1cc2cccc[n+]2c2cccc(Cl)c12.[Cl-],CHEMBL367928,EC50,nM,200000.0,EC50,uM,200.0,ChEMBL
CCCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL177276,EC50,nM,21000.0,EC50,uM,21.0,ChEMBL
CCCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL177276,EC50,nM,20000.0,EC50,uM,20.0,ChEMBL
CCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL173487,EC50,nM,23500.0,EC50,uM,23.5,ChEMBL
CCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL173487,EC50,nM,34000.0,EC50,uM,34.0,ChEMBL
Oc1cc2cccc[n+]2c2c(Cl)cccc12.[Cl-],CHEMBL175225,EC50,nM,141000.0,EC50,uM,141.0,ChEMBL
Oc1cc2cccc[n+]2c2c(Cl)cccc12.[Cl-],CHEMBL175225,EC50,nM,200000.0,EC50,uM,200.0,ChEMBL
CCOC(=O)c1c(O)c2cccc(F)c2[n+]2ccccc12.[Cl-],CHEMBL177257,EC50,nM,70500.0,EC50,uM,70.5,ChEMBL
CCOC(=O)c1c(O)c2cccc(F)c2[n+]2ccccc12.[Cl-],CHEMBL177257,EC50,nM,95000.0,EC50,uM,95.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)C1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL190630,EC50,nM,294.0,EC50,nM,294.0,ChEMBL
O=C(Nc1ccc(F)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL365755,EC50,nM,202.0,EC50,nM,202.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL369882,EC50,nM,119.0,EC50,nM,119.0,ChEMBL
O=C(Nc1ccc(Br)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL176160,EC50,nM,292.0,EC50,nM,292.0,ChEMBL
O=C(Nc1ccc(I)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL367321,EC50,nM,314.0,EC50,nM,314.0,ChEMBL
CCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL427361,EC50,nM,202.0,EC50,nM,202.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL195690,EC50,nM,61.0,EC50,nM,61.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL192735,EC50,nM,23.0,EC50,nM,23.0,ChEMBL
CCCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL195376,EC50,nM,100.0,EC50,nM,100.0,ChEMBL
CCCCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL192245,EC50,nM,230.0,EC50,nM,230.0,ChEMBL
CC(C)CCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL364669,EC50,nM,160.0,EC50,nM,160.0,ChEMBL
CCOc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL425191,EC50,nM,420.0,EC50,nM,420.0,ChEMBL
CCCCOc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL370964,EC50,nM,145.0,EC50,nM,145.0,ChEMBL
CCCCN(C(C)=O)c1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL195438,EC50,nM,66.0,EC50,nM,66.0,ChEMBL
CCCCCN(C(C)=O)c1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL365601,EC50,nM,71.0,EC50,nM,71.0,ChEMBL
O=C(Nc1cccnc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL370291,EC50,nM,41.0,EC50,nM,41.0,ChEMBL
O=C(Nc1ccc(Cl)nc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL366200,EC50,nM,66.0,EC50,nM,66.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cn1,CHEMBL372489,EC50,nM,53.0,EC50,nM,53.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1ccccc1Oc1ccccc1,CHEMBL192134,EC50,nM,338.0,EC50,nM,338.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL364514,EC50,nM,336.0,EC50,nM,336.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Cc2ccccc2)c1,CHEMBL434733,EC50,nM,291.0,EC50,nM,291.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Sc2ccccc2)c1,CHEMBL370945,EC50,nM,394.0,EC50,nM,394.0,ChEMBL
COc1ccc(Oc2cccc(C(=O)N3Cc4ccccc4C[C@@H]3C(=O)Nc3ccc(Cl)cc3)c2)cc1,CHEMBL191191,EC50,nM,167.0,EC50,nM,167.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccc(C(F)(F)F)cc2)c1,CHEMBL195850,EC50,nM,282.0,EC50,nM,282.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccc(F)cc2)c1,CHEMBL195151,EC50,nM,590.0,EC50,nM,590.0,ChEMBL
O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccn2)c1,CHEMBL364672,EC50,nM,268.0,EC50,nM,268.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC)c2)cc1,CHEMBL191294,EC50,nM,176.0,EC50,nM,176.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OCC)c2)cc1,CHEMBL195793,EC50,nM,26.0,EC50,nM,26.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC(C)C)c2)cc1,CHEMBL366586,EC50,nM,6.3,EC50,nM,6.3,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OCC(C)C)c2)cc1,CHEMBL191926,EC50,nM,10.0,EC50,nM,10.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC3CCCC3)c2)cc1,CHEMBL192583,EC50,nM,15.0,EC50,nM,15.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC3CCCCC3)c2)cc1,CHEMBL373288,EC50,nM,20.0,EC50,nM,20.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Cl)c2)cc1,CHEMBL363368,EC50,nM,51.0,EC50,nM,51.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)c(Cl)c2)cc1,CHEMBL191797,EC50,nM,82.0,EC50,nM,82.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(OC)c(Oc3ccccc3)c2)cc1,CHEMBL192086,EC50,nM,12.0,EC50,nM,12.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(OC)c(OC(C)C)c2)cc1,CHEMBL191928,EC50,nM,3.5,EC50,nM,3.5,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(Oc3ccccc3)ccn2)cc1,CHEMBL372893,EC50,nM,20.0,EC50,nM,20.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(OC(C)C)ccn2)cc1,CHEMBL192547,EC50,nM,6.0,EC50,nM,6.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(OC3CCCCC3)ccn2)cc1,CHEMBL195630,EC50,nM,9.4,EC50,nM,9.4,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(Cl)ccn2)cc1,CHEMBL189924,EC50,nM,79.0,EC50,nM,79.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cncc(OC3CCCCC3)c2)cc1,CHEMBL372215,EC50,nM,35.0,EC50,nM,35.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cncc(OC(C)C)c2)cc1,CHEMBL439856,EC50,nM,16.0,EC50,nM,16.0,ChEMBL
CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccnc(OC(C)C)c2)cc1,CHEMBL191243,EC50,nM,11.0,EC50,nM,11.0,ChEMBL
CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL75680,EC50,nM,150.0,EC50,nM,150.0,ChEMBL
CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL75680,EC50,nM,140.0,EC50,nM,140.0,ChEMBL
CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL75680,EC50,nM,111.0,EC50,nM,111.0,ChEMBL
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,EC50,nM,4400.0,EC50,uM,4.4,ChEMBL
O=c1cc(-c2ccncc2)oc2c1ccc1ccccc12,CHEMBL177991,EC50,nM,3500.0,EC50,uM,3.5,ChEMBL
CCOC(=O)c1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1Cc1ccccc1,CHEMBL1099214,EC50,nM,8500.0,EC50,uM,8.5,ChEMBL
COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(-c3ccc(Br)cc3)n2)cc1,CHEMBL1098166,EC50,nM,3400.0,EC50,uM,3.4,ChEMBL
C=CCn1nc(C(=O)Nc2ccc(OC)cc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL1098779,EC50,nM,930.0,EC50,uM,0.93,ChEMBL
C=CCn1nc(C(=O)NCc2ccccc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL1097860,EC50,nM,3000.0,EC50,uM,3.0,ChEMBL
Cc1nc(NC(=O)C(C)(C)C)sc1-c1cc(C(=O)NCc2ccccc2)nn1Cc1ccccc1,CHEMBL1097861,EC50,nM,750.0,EC50,uM,0.75,ChEMBL
COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(Cc3cc(Cl)ccc3OC)n2)cc1,CHEMBL1098499,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(Cl)cc1Cn1nc(C(=O)N2CCOCC2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL1096523,EC50,nM,1000.0,EC50,uM,1.0,ChEMBL
COc1ccc(Cl)cc1Cn1nc(C(=O)NCCO)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL1098233,EC50,nM,3000.0,EC50,uM,3.0,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL262627,EC50,nM,700.0,EC50,nM,700.0,ChEMBL
COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL495336,EC50,nM,300.0,EC50,nM,300.0,ChEMBL
Cc1nc(NC(=O)c2ccc([19F])cc2)sc1-c1csc(Nc2cc(N(C)C)ccc2Cl)n1,CHEMBL1949981,EC50,nM,1400.0,EC50,uM,1.4,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccc([19F])cc3)nc2C)cs1,CHEMBL1949982,EC50,nM,1400.0,EC50,uM,1.4,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL260775,EC50,nM,2300.0,EC50,uM,2.3,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL2018577,EC50,nM,2700.0,EC50,uM,2.7,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccccn3)nc2c1,CHEMBL2018576,EC50,,,EC50,,,ChEMBL
COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL1584217,EC50,nM,11000.0,EC50,uM,11.0,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL2018575,EC50,nM,3000.0,EC50,uM,3.0,ChEMBL
COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018574,EC50,nM,2200.0,EC50,uM,2.2,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccncc3)nc2c1,CHEMBL2018578,EC50,nM,7300.0,EC50,uM,7.3,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccccc3)nc2c1,CHEMBL2018579,EC50,,,EC50,,,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1,CHEMBL2018580,EC50,nM,4200.0,EC50,uM,4.2,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC,CHEMBL2018581,EC50,nM,1500.0,EC50,uM,1.5,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cnccn3)nc2c1,CHEMBL2018582,EC50,nM,6700.0,EC50,uM,6.7,ChEMBL
COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1,CHEMBL2018583,EC50,nM,2700.0,EC50,uM,2.7,ChEMBL
COc1cccc(OC)c1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL2018584,EC50,nM,3700.0,EC50,uM,3.7,ChEMBL
COc1ccccc1C(=O)N1CCN(c2nc3cc(C)cc(C)c3cc2C#N)CC1,CHEMBL2018585,EC50,,,EC50,,,ChEMBL
COc1cccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)c1,CHEMBL1882863,EC50,,,EC50,,,ChEMBL
COc1ccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)cc1,CHEMBL1870726,EC50,,,EC50,,,ChEMBL
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4ccccn4)CC3)nc2c1,CHEMBL2018586,EC50,,,EC50,,,ChEMBL
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4cccnc4)CC3)nc2c1,CHEMBL2018587,EC50,,,EC50,,,ChEMBL
Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4ccncc4)CC3)nc2c1,CHEMBL2018588,EC50,,,EC50,,,ChEMBL
COc1ccccc1C(=O)NCCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL1867725,EC50,,,EC50,,,ChEMBL
COc1cccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL2018589,EC50,nM,4600.0,EC50,uM,4.6,ChEMBL
COc1ccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL2018590,EC50,nM,4300.0,EC50,uM,4.3,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccccn3)nc2c1,CHEMBL2018591,EC50,,,EC50,,,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3cccnc3)nc2c1,CHEMBL2018592,EC50,nM,3000.0,EC50,uM,3.0,ChEMBL
Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1,CHEMBL2018593,EC50,nM,8200.0,EC50,uM,8.2,ChEMBL
Cc1nc(NC(=O)C(C)(C)C)sc1-c1nc(N)sc1-n1cc(-c2ccccc2)nn1,CHEMBL2069570,EC50,nM,1500.0,EC50,uM,1.5,ChEMBL
CNc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,CHEMBL2069571,EC50,nM,4900.0,EC50,uM,4.9,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,CHEMBL2069572,EC50,nM,140.0,EC50,uM,0.14,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(CO)nn2)s1,CHEMBL2069648,EC50,nM,1600.0,EC50,uM,1.6,ChEMBL
COC(=O)c1cn(-c2sc(Nc3cc(Cl)ccc3OC)nc2-c2sc(NC(=O)C(C)(C)C)nc2C)nn1,CHEMBL2069649,EC50,nM,4600.0,EC50,uM,4.6,ChEMBL
C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,CHEMBL3298812,EC50,nM,7500.0,EC50,uM,7.5,ChEMBL
C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@H](O)[C@]1(C)O,CHEMBL3298813,EC50,nM,2100.0,EC50,uM,2.1,ChEMBL
C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,CHEMBL3298812,EC50,nM,104000.0,EC50,uM,104.0,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL262627,EC50,nM,870.0,EC50,uM,0.87,ChEMBL
COc1ccc(Cl)cc1Nc1nc(C)c(-c2csc(NC(=O)C(C)(C)C)n2)s1,CHEMBL521671,EC50,,,EC50,,,ChEMBL
COc1ccc(Cl)cc1-n1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)[nH]c1=O,CHEMBL3358690,EC50,,,EC50,,,ChEMBL
COc1ccc(Cl)cc1Nc1ncc(-c2sc(NC(=O)C(C)(C)C)nc2C)o1,CHEMBL3358691,EC50,nM,740.0,EC50,uM,0.74,ChEMBL
COc1ccc(Cl)cc1Nc1nnc(-c2csc(NC(=O)C(C)(C)C)n2)o1,CHEMBL3358692,EC50,nM,660.0,EC50,uM,0.66,ChEMBL
COc1ccc(Cl)cc1Nc1nnc(-c2csc(NC(=O)C(C)(C)C)n2)s1,CHEMBL3358693,EC50,,,EC50,,,ChEMBL
COc1ccc(Cl)cc1Nc1nc(-c2nnc(NC(=O)C(C)(C)C)o2)cs1,CHEMBL3358694,EC50,nM,590.0,EC50,uM,0.59,ChEMBL
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,EC50,nM,9000.0,EC50,umol/L,9.0,ChEMBL
CC(C)(C)c1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL3356646,EC50,nM,42.0,EC50,nM,42.0,ChEMBL
CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL3357126,EC50,nM,97.0,EC50,nM,97.0,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357141,EC50,nM,5.0,EC50,nM,5.0,ChEMBL
CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357142,EC50,nM,45.0,EC50,nM,45.0,ChEMBL
CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357143,EC50,nM,22.0,EC50,nM,22.0,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,22.0,EC50,nM,22.0,ChEMBL
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL2010601,EC50,nM,3.0,EC50,nM,3.0,ChEMBL
CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357143,EC50,nM,3.0,EC50,nM,3.0,ChEMBL
CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357142,EC50,nM,2.0,EC50,nM,2.0,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL3357141,EC50,nM,3.0,EC50,nM,3.0,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1F,CHEMBL3357140,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL3357139,EC50,nM,100.0,EC50,uM,0.1,ChEMBL
CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1S(N)(=O)=O,CHEMBL3357138,EC50,nM,5100.0,EC50,uM,5.1,ChEMBL
