canonical_key,canonical_smiles,pIC50,fuente
CC(O)CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N,CC(O)CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N,7.154901959985743,"BindingDB,ChEMBL,Papyrus"
CC(O)CNC(=O)c1ncc(S(=O)(=O)N2CCC(OC(F)(F)F)CC2)cc1N,CC(O)CNC(=O)c1ncc(S(=O)(=O)N2CCC(OC(F)(F)F)CC2)cc1N,8.301029995663981,ChEMBL
CC(O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,CC(O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,7.855,Papyrus
CC(c1cc(-c2ccccc2F)no1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CC(c1cc(-c2ccccc2F)no1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,8.591058839883637,"BindingDB,ChEMBL"
CC(c1cn(-c2ccc(F)cc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CC(c1cn(-c2ccc(F)cc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,7.739377544997908,"BindingDB,ChEMBL"
CC(c1cn(-c2ccccc2F)nn1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CC(c1cn(-c2ccccc2F)nn1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,7.839660933197008,"BindingDB,ChEMBL"
CC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,7.906131227488037,"BindingDB,ChEMBL"
CC(c1cnn(-c2ccccc2F)c1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CC(c1cnn(-c2ccccc2F)c1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,9.089762434594496,"BindingDB,ChEMBL"
CC/N=C1\S/C(=C\c2ccc3c(c2)OCO3)C(=O)N1CC,CC/N=C1\S/C(=C\c2ccc3c(c2)OCO3)C(=O)N1CC,5.698970004336019,"BindingDB,ChEMBL"
CC1(C(=O)[O-])N[c+]2c3ccccc3ccn2C(C)(O)C1O,CC1(O)C(O)C(C)(N[c+]2n1ccc1ccccc21)C([O-])=O,7.823908740944319,BindingDB
CC1(C)CC(=O)CC(=NC2C=C3OC(c4ccccc4)OCC3OC2=O)C1,CC1(C)CC(=O)CC(=NC2C=C3OC(c4ccccc4)OCC3OC2=O)C1,5.475,Papyrus
CC1(C)CC(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,CC1(C)CC(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,5.57,Papyrus
CC1(C)CC2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(O)n4)nc3N1C2,CC1(C)CC2CN1c1nc(ccc1C(=O)NS(=O)(=O)c1cccc(NCCC2)n1)-n1ccc(O)n1,5.522878745280337,BindingDB
CC1(C)CCCC[C@](O)(C(F)(F)F)c2nnc(o2)-c2nc(c(C(F)(F)F)cc2N)OC1,CC1(C)CCCC[C@](O)(C(F)(F)F)c2nnc(o2)-c2nc(c(C(F)(F)F)cc2N)OC1,6.301029995663981,"BindingDB,ChEMBL"
CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,5.568636235841013,ChEMBL
CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(O)n4)nc3N1C2,CC1(C)C[C@H]2CN1c1nc(ccc1C(=O)NS(=O)(=O)c1cccc(NCCC2)n1)-n1ccc(O)n1 |r|,5.522878745280337,BindingDB
CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(C4=CCCCO4)nc3N1C2,"CC1(C)C[C@H]2CN1c1nc(ccc1C(=O)NS(=O)(=O)c1cccc(NCCC2)n1)C1=CCCCO1 |r,t:33|",6.0,BindingDB
CC1(C)Cc2c(ccc3ccccc23)C(=O)N1,CC1(C)Cc2c(ccc3ccccc23)C(=O)N1,5.485,Papyrus
CC1(C)Cc2c(sc(NC(=O)C(C)(C)CO)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C(C)(C)CO)c2C(N)=O)C(C)(C)O1,7.1224693683041504,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)C(C)(C)O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C(C)(C)O)c2C(N)=O)C(C)(C)O1,7.797940008672038,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)C(O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C(O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,6.74,Papyrus
CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,7.709318117920506,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)C3(O)CC3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C3(O)CC3)c2C(N)=O)C(C)(C)O1,7.639136081991204,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)C3CCNC3=O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C3CCNC3=O)c2C(N)=O)C(C)(C)O1,6.997839313108679,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)C3CNC(=O)C3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)C3CNC(=O)C3)c2C(N)=O)C(C)(C)O1,5.0,ChEMBL
CC1(C)Cc2c(sc(NC(=O)Cc3cc[nH]n3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)Cc3cc[nH]n3)c2C(N)=O)C(C)(C)O1,6.87,Papyrus
CC1(C)Cc2c(sc(NC(=O)Cc3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)Cc3ccn[nH]3)c2C(N)=O)C(C)(C)O1,6.866461091629782,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,8.568636235841012,ChEMBL
CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,8.522878745280337,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,8.29698500216801,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)[nH]n3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)[nH]n3)c2C(N)=O)C(C)(C)O1,7.705,Papyrus
CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)n[nH]3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3cc(C(F)(F)F)n[nH]3)c2C(N)=O)C(C)(C)O1,8.522878745280337,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cc[nH]n3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3cc[nH]n3)c2C(N)=O)C(C)(C)O1,7.242999999999999,Papyrus
CC1(C)Cc2c(sc(NC(=O)c3ccc[nH]c3=O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3ccc[nH]c3=O)c2C(N)=O)C(C)(C)O1,6.72,Papyrus
CC1(C)Cc2c(sc(NC(=O)c3ccccc3NS(C)(=O)=O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3ccccc3NS(C)(=O)=O)c2C(N)=O)C(C)(C)O1,6.831341332625912,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,7.996470004336018,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,7.493028323846581,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)c3cccnc3O)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3cccnc3O)c2C(N)=O)C(C)(C)O1,6.721246399047171,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,8.522878745280337,ChEMBL
CC1(C)Cc2c(sc(NC(=O)c3cn[nH]c3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3cn[nH]c3)c2C(N)=O)C(C)(C)O1,6.901544993495972,"ChEMBL,Papyrus"
CC1(C)Cc2c(sc(NC(=O)c3nc[nH]n3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3nc[nH]n3)c2C(N)=O)C(C)(C)O1,6.33,Papyrus
CC1(C)Cc2c(sc(NC(=O)c3nnc[nH]3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3nnc[nH]3)c2C(N)=O)C(C)(C)O1,6.330683119433888,ChEMBL
CC1(Cc2ccc(Cl)cc2)C(=O)Nc2ccc(-c3cccnc3)cc21,CC1(Cc2ccc(Cl)cc2)C(=O)Nc2ccc(-c3cccnc3)cc21,5.893,Papyrus
CC1(Cc2ccc(F)cc2)C(=O)Nc2ccc(-c3cccnc3)cc21,CC1(Cc2ccc(F)cc2)C(=O)Nc2ccc(-c3cccnc3)cc21,5.595,Papyrus
CC1(Cc2cccc(F)c2)C(=O)Nc2ccc(-c3cccnc3)cc21,CC1(Cc2cccc(F)c2)C(=O)Nc2ccc(-c3cccnc3)cc21,5.801,Papyrus
CC1(O)CC(c2ccc(Cl)cc2)=NN1C(=O)c1ccc(Cl)cc1,CC1(O)CC(c2ccc(Cl)cc2)=NN1C(=O)c1ccc(Cl)cc1,5.26,Papyrus
CC1(O)CCCCC[C@@H]2CCCN2c2nc(c(N)cc2C(F)(F)F)-c2nnc1o2,CC1(O)CCCCC[C@@H]2CCCN2c2nc(-c3nnc1o3)c(N)cc2C(F)(F)F,6.301029995663981,BindingDB
CC1(c2nn(-c3ccccc3)c3nc(C(=O)O)cc(-c4ccc(N5CCOCC5)cc4)c23)COC1,CC1(c2nn(-c3ccccc3)c3nc(C(=O)O)cc(-c4ccc(N5CCOCC5)cc4)c23)COC1,5.7920964696139485,"BindingDB,ChEMBL"
CC1=NC(=O)NC(c2ccc(O)c([N+](=O)[O-])c2)C1C(=O)OCc1ccc2c(c1)OCO2,CC1=NC(=O)NC(c2ccc(O)c([N+](=O)[O-])c2)C1C(=O)OCc1ccc2c(c1)OCO2,5.767,Papyrus
CC1=NC(=O)NC(c2cccc([N+](=O)[O-])c2)C1C(=O)OCc1ccc2c(c1)OCO2,CC1=NC(=O)NC(c2cccc([N+](=O)[O-])c2)C1C(=O)OCc1ccc2c(c1)OCO2,5.567,Papyrus
CC1=Nc2c(c(O)c3c4ccc(c3c2O)CC4)NC1C,CC1=Nc2c(c(O)c3c4ccc(c3c2O)CC4)NC1C,5.246,Papyrus
CC1C(=NC(=O)c2cc(-c3cccs3)nc3ccccc23)C(=O)N(c2ccccc2)N1C,CC1C(=NC(=O)c2cc(-c3cccs3)nc3ccccc23)C(=O)N(c2ccccc2)N1C,5.388999999999999,Papyrus
CC1C(c2ccccc2)OCCN1C(=S)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,CC1C(c2ccccc2)OCCN1C(=S)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,5.021,Papyrus
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,6.385,Papyrus
CC1CCCCN1c1ncnc(N)c1[N+](=O)[O-],CC1CCCCN1c1ncnc(N)c1[N+](=O)[O-],5.437,Papyrus
CC1CCN(CC(CS(=O)(=O)c2ccc([N+](=O)[O-])cc2)N2CCC(C)CC2)CC1,CC1CCN(CC(CS(=O)(=O)c2ccc([N+](=O)[O-])cc2)N2CCC(C)CC2)CC1,5.613,Papyrus
CC1CCc2c(sc3ncnc(N4CCOCC4)c23)C1,CC1CCc2c(sc3ncnc(N4CCOCC4)c23)C1,5.3870000000000005,Papyrus
CC1CCc2sc3ncnc(N4CCOCC4)c3c2C1,CC1CCc2sc3ncnc(N4CCOCC4)c3c2C1,5.229,Papyrus
CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,7.956470004336019,"ChEMBL,Papyrus"
CC1Cc2ccccc2N1c1ncnc2[nH]cnc12,CC1Cc2ccccc2N1c1ncnc2[nH]cnc12,5.609,Papyrus
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CCC1CC1,CC1Cn2c(S)nc3cc(Cl)cc(CN1CCC1CC1)c23,7.045757490560675,BindingDB
CC1Cn2cnc(C(=O)Nc3cccc(Cl)c3)c2C(=O)N1,CC1Cn2cnc(C(=O)Nc3cccc(Cl)c3)c2C(=O)N1,5.646,Papyrus
CC1Sc2ccc(Cl)cc2-c2nc(N)ncc21,CC1Sc2ccc(Cl)cc2-c2nc(N)ncc21,5.156000000000001,Papyrus
CCC(=O)Nc1nc(C)c(-c2csc(Nc3cccc(O)c3)n2)s1,CCC(=O)Nc1nc(C)c(-c2csc(Nc3cccc(O)c3)n2)s1,5.513999999999999,Papyrus
CCC(=O)c1ccc(O)c(CC=C(C)C)c1,CCC(=O)c1ccc(O)c(CC=C(C)C)c1,5.278,Papyrus
CCC(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,CCC(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,5.452000000000001,Papyrus
CCC(Oc1ccccc1)C(=O)Nc1ncc([N+](=O)[O-])s1,CCC(Oc1ccccc1)C(=O)Nc1ncc([N+](=O)[O-])s1,5.043,Papyrus
CCC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CCC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,8.498292206859098,"BindingDB,ChEMBL"
CCC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,CCC(c1cn(-c2ccccc2F)nn1)c1cc(-c2cncnc2OC)c2c(N)ncnn12,7.780705557255672,"BindingDB,ChEMBL"
CCC(c1cn(-c2ccccc2F)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,CCC(c1cn(-c2ccccc2F)nn1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,7.30612249206578,"BindingDB,ChEMBL"
CCC(c1cnn(-c2ccccc2F)c1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,CCC(c1cnn(-c2ccccc2F)c1)n1nc(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnc21,8.36541212295251,"BindingDB,ChEMBL"
CCC(c1cnn(C(C)C)c1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,CCC(c1cnn(C(C)C)c1)c1c(C#N)c(-c2cnc(C(F)(F)F)nc2)c2c(N)ncnn12,8.058969353266583,"BindingDB,ChEMBL"
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(O)cc4cc3cn1c2O,CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(O)cc4cc3cn1c2O,6.547000000000001,Papyrus
CCC1=C(CC2NCCc3ccccc32)CC2c3cc(OC)c(OC)cc3CCN2C1,CCC1=C(CC2NCCc3ccccc32)CC2c3cc(OC)c(OC)cc3CCN2C1,5.363,Papyrus
CCCC1C(=NO)CC(c2ccccc2)NC1c1ccccc1,CCCC1C(=NO)CC(c2ccccc2)NC1c1ccccc1,5.257999999999999,Papyrus
CCCCCCCCCCCCCCC(O)C[N+](C)(CCO)CCO,CCCCCCCCCCCCCCC(O)C[N+](C)(CCO)CCO,5.336,Papyrus
CCCCCCc1cc2cc(C(=O)OCC)c(=O)oc2cc1O,CCCCCCc1cc2cc(C(=O)OCC)c(=O)oc2cc1O,5.141,Papyrus
CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)oc2cc1O,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)oc2cc1O,5.349,Papyrus
CCCCCc1cc(O)c2c(C)cc(=O)oc2c1,CCCCCc1cc(O)c2c(C)cc(=O)oc2c1,5.316,Papyrus
CCCCCn1cc(S(=O)(=O)Nc2ccc(CC)cc2)c2cccnc21,CCCCCn1cc(S(=O)(=O)Nc2ccc(CC)cc2)c2cccnc21,6.0,ChEMBL
CCCCN(CCCC)c1ncnc2[nH]cnc12,CCCCN(CCCC)c1ncnc2[nH]cnc12,5.249,Papyrus
CCCCN(c1ccccc1)c1ncnc(N)c1[N+](=O)[O-],CCCCN(c1ccccc1)c1ncnc(N)c1[N+](=O)[O-],5.9670000000000005,Papyrus
CCCCN1CC(S(=O)(=O)Nc2ccc(CC)cc2)c2cccnc21,CCCCN1CC(S(=O)(=O)Nc2ccc(CC)cc2)c2cccnc21,5.930311599761793,"BindingDB,ChEMBL"
CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,6.896,"BindingDB,ChEMBL,Papyrus"
CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12,CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12,5.947244907615013,BindingDB
CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],6.1249387366083,ChEMBL
CCCCn1nnnc1C(CCc1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCCCn1nnnc1C(CCc1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,5.228,Papyrus
CCCN(CC)c1ncnc2[nH]ncc12,CCCN(CC)c1ncnc2[nH]ncc12,5.81,Papyrus
CCCN(CCC)c1ncnc2[nH]cnc12,CCCN(CCC)c1ncnc2[nH]cnc12,5.879,Papyrus
CCCNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CCCNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,5.745,Papyrus
CCCc1cc(-c2[nH]ncc2-c2ccc3c(c2)OCCCO3)c(O)cc1O,CCCc1cc(-c2[nH]ncc2-c2ccc3c(c2)OCCCO3)c(O)cc1O,5.058,Papyrus
CCCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CCCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,6.3979400086720375,"BindingDB,ChEMBL,Papyrus"
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,CCCc1nc(C)c2n1[nH]c(nc2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,6.853871964321762,BindingDB
CCCc1nc(Cl)c(C#N)c2c1CCCC2,CCCc1nc(Cl)c(C#N)c2c1CCCC2,5.367000000000001,Papyrus
CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,5.91,Papyrus
CCCn1c(-c2nonc2N)nc2ccccc21,CCCn1c(-c2nonc2N)nc2ccccc21,5.369,Papyrus
CCCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CCCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,6.752026733638194,"BindingDB,ChEMBL,Papyrus"
CCCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,CCCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,5.6777807052660805,"BindingDB,ChEMBL"
CCCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@H](O)[C@@]1(C)O,CCCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@H](O)[C@@]1(C)O,5.5376020021010435,"BindingDB,ChEMBL"
CCN(C(=O)Cn1nc(-c2cccc(F)c2)c2ccc(OC)cc2c1=O)c1ccc2nc(C)oc2c1,CCN(C(=O)Cn1nc(-c2cccc(F)c2)c2ccc(OC)cc2c1=O)c1ccc2nc(C)oc2c1,5.0,"BindingDB,ChEMBL"
CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1,CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1,6.521435901161594,"BindingDB,ChEMBL,Papyrus"
CCN(CC(=O)Nc1ccc(OC)cc1)C(=O)c1cc(-c2cccs2)nn1-c1ccccc1,CCN(CC(=O)Nc1ccc(OC)cc1)C(=O)c1cc(-c2cccs2)nn1-c1ccccc1,5.277,Papyrus
CCN(CC)CCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2c(C)cc(C)cc2s1,CCN(CC)CCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2c(C)cc(C)cc2s1,5.223,Papyrus
CCN(CC)S(=O)(=O)c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1,5.22,Papyrus
CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.045757490560675,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)C(F)F)n1,5.6020599913279625,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.154901959985743,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OCC(F)(F)C(F)F)n1,5.318758762624412,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc3[nH]ncc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc3[nH]ncc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,5.552841968657781,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc3c[nH]nc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc3c[nH]nc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.05,Papyrus
CCN(CC)c1nc(Nc2ccc3cn[nH]c3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc3cn[nH]c3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.045757490560675,"BindingDB,ChEMBL"
CCN(CC)c1nc(Nc2ccc3ncoc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc3ncoc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.823908740944319,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,7.411954370472159,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.795880017344075,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OCC(F)(F)C(F)F)n1,6.301029995663981,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,5.552841968657781,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OCC(F)(F)C(F)F)n1,5.267606240177032,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(F)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2cccc(F)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.853871964321762,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc(F)c2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2cccc(F)c2)nc(OCC(F)(F)C(F)F)n1,5.795880017344075,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,6.698970004336019,"BindingDB,ChEMBL,Papyrus"
CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)C(F)F)n1,CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)C(F)F)n1,5.920818753952375,"BindingDB,ChEMBL,Papyrus"
